text,price symbol,price,claimed,attributes,opentime
Nine Fine Irishmen,$$,$11-30,1,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'No', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Garage', 'Bike Parking': 'No', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Music': 'Live', 'Good For Dancing': 'No', 'Alcohol': 'Full Bar', 'Best Nights': 'Thu, Fri, Sat', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Caters': 'No', 'Has Pool Table': 'No'}","{'Mon': '11:00 am-11:00 pm', 'Tue': '11:00 am-11:00 pm', 'Wed': '11:00 am-11:00 pm', 'Thu': '11:00 am-11:00 pm', 'Fri': '11:00 am-11:00 pm', 'Sat': '9:00 am-11:00 pm', 'Sun': '9:00 am-11:00 pm'}"
Ojax Mediterranean,$$,$11-30,1,"{'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Good For': 'Lunch, Dinner, Dessert', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Alcohol': 'Full Bar', 'Good For Happy Hour': 'Yes', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Waiter Service': 'Yes', 'Caters': 'Yes'}","{'Mon': '11:00 am-10:00 pm', 'Tue': '11:00 am-10:00 pm', 'Wed': '11:00 am-11:00 pm', 'Thu': '11:00 am-12:00 am', 'Fri': '11:00 am-12:00 am', 'Sat': '11:00 am-10:00 pm'}"
Tacos Huevos,$,Under $10,1,"{'Liked by Vegans': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Breakfast, Brunch, Lunch, Dinner', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Hipster, Casual, Trendy', 'Noise Level': 'Quiet', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Waiter Service': 'No', 'Drive-Thru': 'No', 'Caters': 'Yes'}","{'Mon': '9:30 am-10:00 pm', 'Tue': '9:30 am-10:00 pm', 'Wed': '9:30 am-10:00 pm', 'Thu': '9:30 am-12:00 am', 'Fri': '9:30 am-12:00 am', 'Sat': '9:30 am-10:00 pm'}"
"Flippin’ Good Chicken, Burgers, Beer",$$,$11-30,1,"{'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Happy Hour Specials': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Accepts Google Pay': 'No', 'Accepts Cryptocurrency': 'No', 'Good For': 'Lunch, Dinner, Late Night, Dessert', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual, Trendy', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Good For Happy Hour': 'Yes', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Drive-Thru': 'No', 'Caters': 'No'}","{'Mon': '11:00 am-12:00 am', 'Tue': '11:00 am-12:00 am', 'Wed': '11:00 am-12:00 am', 'Thu': '11:00 am-2:00 am', 'Fri': '11:00 am-2:00 am', 'Sat': '11:00 am-2:00 am', 'Sun': '10:00 am-12:00 am'}"
La Bella Napoli Pizzeria,$$,$11-30,1,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Accepts Cryptocurrency': 'No', 'Good For': 'Lunch, Dinner, Dessert', 'Parking': 'Valet, Garage, Street', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Good For Dancing': 'No', 'Alcohol': 'Full Bar', 'Good For Happy Hour': 'Yes', 'Best Nights': 'Wed, Fri, Sat', 'Coat Check': 'No', 'Smoking': 'No', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'Yes', 'Waiter Service': 'Yes', 'Caters': 'Yes', 'Offers Military Discount': 'Yes'}","{'Mon': '4:00 pm-10:00 pm', 'Tue': '4:00 pm-10:00 pm', 'Wed': '4:00 pm-10:00 pm', 'Thu': '4:00 pm-10:00 pm', 'Fri': '11:00 am-10:00 pm', 'Sat': '11:00 am-10:00 pm', 'Sun': '11:00 am-10:00 pm'}"
Casanova,$$,$11-30,1,"{'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Garage', 'Bike Parking': 'No', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'No'}","{'Mon': '8:00 am-11:00 pm', 'Tue': '8:00 am-11:00 pm', 'Wed': '8:00 am-11:00 pm', 'Thu': '8:00 am-11:00 pm', 'Fri': '8:00 am-12:00 am', 'Sat': '8:00 am-12:00 am', 'Sun': '8:00 am-11:00 pm'}"
Cheba Hut Toasted Subs,$$,$11-30,1,"{'Has Kosher Options': 'Yes', 'Has Keto Options': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Good For': 'Brunch, Lunch, Dinner, Dessert', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Ambience': 'Casual, Touristy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Good For Happy Hour': 'Yes', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Waiter Service': 'No', 'Caters': 'Yes'}","{'Mon': '10:00 am-12:00 am', 'Tue': '10:00 am-12:00 am', 'Wed': '10:00 am-12:00 am', 'Thu': '10:00 am-12:00 am', 'Fri': '10:00 am-12:00 am', 'Sat': '10:00 am-12:00 am', 'Sun': '10:00 am-12:00 am'}"
Simply Pure by Chef Stacey Dougan,$$,$11-30,1,"{'Has Soy-free Options': 'Yes', 'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Good For': 'Lunch, Dinner', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'No', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Waiter Service': 'No', 'Caters': 'Yes'}","{'Mon': '11:00 am-9:00 pm', 'Tue': '11:00 am-9:00 pm', 'Wed': '11:00 am-9:00 pm', 'Thu': '11:00 am-9:00 pm', 'Fri': '11:00 am-10:00 pm', 'Sat': '11:00 am-10:00 pm', 'Sun': '11:00 am-8:00 pm'}"
Crab Corner,$$,$11-30,1,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Good For Dancing': 'No', 'Alcohol': 'Full Bar', 'Best Nights': 'Tue, Sat, Sun', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes', 'Has Pool Table': 'No', 'Offers Military Discount': 'Yes'}","{'Mon': '11:00 am-10:00 pm', 'Tue': '11:00 am-10:00 pm', 'Wed': '11:00 am-10:00 pm', 'Thu': '11:00 am-10:00 pm', 'Fri': '11:00 am-10:00 pm', 'Sat': '12:00 pm-10:00 pm'}"
Wolfgang Puck Bar & Grill Las Vegas,$$,$11-30,1,"{'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Garage', 'Bike Parking': 'No', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Caters': 'No'}","{'Mon': '11:30 am-6:00 am', 'Tue': '11:30 am-6:00 am', 'Wed': '11:30 am-6:00 am', 'Thu': '11:30 am-6:00 am', 'Fri': '11:30 am-6:00 am', 'Sat': '11:30 am-6:00 am', 'Sun': '11:30 am-6:00 am'}"
Perú Chicken,$,Under $10,1,"{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'No', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes'}","{'Mon': '11:00 am-9:00 pm', 'Tue': '11:00 am-9:00 pm', 'Wed': '11:00 am-9:00 pm', 'Thu': '11:00 am-9:00 pm', 'Fri': '11:00 am-9:00 pm', 'Sat': '9:00 am-9:00 pm', 'Sun': '9:00 am-8:00 pm'}"
Pin Kaow Thai Restaurant,$$,$11-30,1,"{'Liked by Vegans': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Accepts Google Pay': 'Yes', 'Good For': 'Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'No', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Caters': 'Yes'}","{'Mon': '11:00 am-10:00 pm', 'Tue': '11:00 am-10:00 pm', 'Wed': '11:00 am-10:00 pm', 'Thu': '11:00 am-10:00 pm', 'Fri': '11:00 am-10:00 pm', 'Sat': '12:00 pm-10:00 pm', 'Sun': '12:00 pm-10:00 pm'}"
Veggie House,$$,$11-30,1,"{'Has Kosher Options': 'Yes', 'Has Keto Options': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Has Soy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Has Dairy-free Options': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Accepts Cryptocurrency': 'No', 'Good For': 'Lunch, Dinner', 'Parking': 'Garage', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'Yes'}","{'Mon': '11:30 am-9:30 pm', 'Tue': '11:30 am-9:30 pm', 'Wed': '11:30 am-9:30 pm', 'Thu': '11:30 am-9:30 pm', 'Fri': '11:30 am-9:30 pm', 'Sat': '11:30 am-9:30 pm', 'Sun': '11:30 am-9:30 pm'}"
LV Food Junky,$$,$11-30,1,"{'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Accepts Cryptocurrency': 'No', 'Good For': 'Lunch, Dinner, Late Night', 'Parking': 'Garage, Street, Private Lot', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Waiter Service': 'Yes'}","{'Mon': '12:00 pm-10:00 pm', 'Tue': '12:00 pm-10:00 pm', 'Wed': '12:00 pm-10:00 pm', 'Thu': '12:00 pm-10:00 pm', 'Fri': '12:00 pm-11:00 pm', 'Sat': '12:00 pm-11:00 pm', 'Sun': '12:00 pm-10:00 pm'}"
Sage,$$$$,Above $61,1,"{'Liked by Vegans': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Garage', 'Bike Parking': 'No', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Dressy', 'Ambience': 'Classy, Upscale', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Waiter Service': 'Yes', 'Caters': 'No', 'Gender Neutral Restrooms': 'Yes'}","{'Mon': '6:00 pm-10:00 pm', 'Tue': '6:00 pm-10:00 pm', 'Wed': '6:00 pm-10:00 pm', 'Thu': '6:00 pm-10:00 pm', 'Fri': '6:00 pm-10:00 pm', 'Sat': '6:00 pm-10:30 pm'}"
Aloha Kitchen,$,Under $10,0,"{'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Breakfast, Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Waiter Service': 'No', 'Caters': 'Yes'}","{'Mon': '8:00 am-10:00 pm', 'Tue': '8:00 am-10:00 pm', 'Wed': '8:00 am-10:00 pm', 'Thu': '8:00 am-10:00 pm', 'Fri': '8:00 am-10:00 pm', 'Sat': '8:00 am-10:00 pm', 'Sun': '8:00 am-10:00 pm'}"
Thai Pan Cuisine,$,Under $10,1,"{'Has Soy-free Options': 'Yes', 'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Lunch, Dinner, Dessert', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Quiet', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'Yes'}","{'Mon': '11:00 am-10:00 pm', 'Tue': '11:00 am-10:00 pm', 'Wed': '11:00 am-10:00 pm', 'Thu': '11:00 am-10:00 pm', 'Fri': '11:00 am-10:00 pm', 'Sat': '11:00 am-10:00 pm'}"
Trattoria Nakamura-Ya,$$,$11-30,1,"{'Has Dairy-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Accepts Cryptocurrency': 'No', 'Good For': 'Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'No', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'No'}","{'Mon': '11:45 am-11:30 pm', 'Tue': '11:45 am-11:30 pm', 'Wed': '11:45 am-11:30 pm', 'Thu': '11:45 am-11:30 pm', 'Fri': '11:45 am-11:30 pm', 'Sat': '11:45 am-11:30 pm', 'Sun': '11:45 am-11:30 pm'}"
Konbea Belt Sushi,$$,$11-30,1,"{'Has Dairy-free Options': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Good For': 'Lunch, Dinner, Dessert', 'Parking': 'Garage, Street, Private Lot', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual, Trendy', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'No', 'Gender Neutral Restrooms': 'Yes'}","{'Mon': '11:30 am-10:00 pm', 'Tue': '11:30 am-10:00 pm', 'Wed': '11:30 am-10:00 pm', 'Thu': '11:30 am-10:00 pm', 'Fri': '11:30 am-11:00 pm', 'Sat': '11:30 am-11:00 pm', 'Sun': '11:30 am-10:00 pm'}"
The Buffet at Bellagio,$$$,$31-60,1,"{'Has Soy-free Options': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Has Dairy-free Options': 'Yes', 'Has Halal Options': 'Yes', 'Liked by Vegans': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'No', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Brunch, Lunch, Dinner', 'Parking': 'Garage', 'Bike Parking': 'No', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Waiter Service': 'No', 'Caters': 'No'}","{'Mon': '7:00 am-10:00 pm', 'Tue': '7:00 am-10:00 pm', 'Wed': '7:00 am-10:00 pm', 'Thu': '7:00 am-10:00 pm', 'Fri': '7:00 am-10:00 pm', 'Sat': '7:00 am-10:00 pm', 'Sun': '7:00 am-10:00 pm'}"
BLACKOUT Dining in the Dark,$$$,$31-60,1,"{'Has Soy-free Options': 'Yes', 'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'No', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Accepts Cryptocurrency': 'No', 'Good For': 'Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'No', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Ambience': 'Touristy, Intimate', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Good For Happy Hour': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'No'}","{'Mon': '5:00 pm-11:00 pm', 'Tue': '5:00 pm-11:00 pm', 'Wed': '5:00 pm-11:00 pm', 'Thu': '5:00 pm-11:00 pm', 'Fri': '12:00 pm-11:00 pm', 'Sat': '12:00 pm-11:00 pm', 'Sun': '12:00 pm-11:00 pm'}"
Boathouse Asian Eatery,$$,$11-30,1,"{'Has Soy-free Options': 'Yes', 'Happy Hour Specials': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Accepts Cryptocurrency': 'No', 'Good For': 'Dinner', 'Parking': 'Garage', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Hipster, Casual, Trendy, Romantic, Classy, Upscale', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Good For Happy Hour': 'Yes', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'Yes', 'Offers Military Discount': 'Yes', 'Gender Neutral Restrooms': 'Yes', 'Open to All': 'Yes'}","{'Mon': '11:00 am-10:00 pm', 'Tue': '11:00 am-10:00 pm', 'Wed': '11:00 am-10:00 pm', 'Thu': '11:00 am-10:00 pm', 'Fri': '11:00 am-11:00 pm', 'Sat': '11:00 am-11:00 pm', 'Sun': '11:00 am-10:00 pm'}"
Omoide Noodles & Bowls,$$,$11-30,1,"{'Liked by Vegans': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'Yes', 'Good For': 'Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'No'}","{'Mon': '11:00 am-1:00 am', 'Tue': '11:00 am-1:00 am', 'Wed': '11:00 am-1:00 am', 'Thu': '11:00 am-1:00 am', 'Fri': '11:00 am-1:00 am', 'Sat': '11:00 am-1:00 am', 'Sun': '11:00 am-10:00 pm'}"
Aloha Kitchen & Bar,$,Under $10,0,"{'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Lunch, Dinner, Late Night', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Music': 'Karaoke', 'Good For Dancing': 'Yes', 'Alcohol': 'Full Bar', 'Good For Happy Hour': 'Yes', 'Best Nights': 'Wed, Fri, Sat', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Waiter Service': 'No', 'Caters': 'Yes', 'Has Pool Table': 'No'}","{'Mon': '8:00 am-3:00 am', 'Tue': '8:00 am-3:00 am', 'Wed': '8:00 am-4:00 am', 'Thu': '8:00 am-4:00 am', 'Fri': '8:00 am-5:00 am', 'Sat': '8:00 am-5:00 am', 'Sun': '8:00 am-3:00 am'}"
Wazuzu,$$$,$31-60,1,"{'Has Dairy-free Options': 'Yes', 'Liked by Vegans': 'Yes', 'Has Gluten-free Options': 'Yes', 'Liked by Vegetarians': 'Yes', 'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Garage', 'Bike Parking': 'No', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Trendy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'No'}","{'Mon': '11:30 am-10:30 pm', 'Tue': '11:30 am-10:30 pm', 'Wed': '11:30 am-10:30 pm', 'Thu': '11:30 am-10:30 pm', 'Fri': '11:30 am-1:00 am', 'Sat': '11:30 am-1:00 am', 'Sun': '11:30 am-10:30 pm'}"
Liang’s Kitchen,$$,$11-30,1,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Google Pay': 'No', 'Good For': 'Brunch, Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'Yes'}","{'Mon': '11:00 am-9:30 pm', 'Tue': '11:00 am-9:30 pm', 'Wed': '11:00 am-9:30 pm', 'Thu': '11:00 am-9:30 pm', 'Fri': '11:00 am-9:30 pm', 'Sat': '11:00 am-9:30 pm', 'Sun': '11:00 am-9:30 pm'}"
